자치구,대여소명,기준년월,대여건수,반납건수,이용합계
강남구,2410. 포스코피앤에스타워 (역삼역 3번출구 부근),202305,"1,300","1,205",2505
강남구,2411. 세곡동 성당,202305,"1,224","1,245",2469
강남구,2412. 일원1동 주민센터,202305,"1,432","1,414",2846
강남구,2413.도곡역 1번 출구,202305,"1,523","1,493",3016
강남구,2414. 도곡역 아카데미스위트 앞,202305,"1,986","1,989",3975
강남구,2415.한티역 롯데백화점 앞,202305,"1,369","1,361",2730
강남구,2416.한티역 6번 출구,202305,656,597,1253
강남구,2417.선정릉 디캠프(D.CAMP)앞,202305,362,340,702
강남구,2418.봉은사역 7번 출구 ,202305,"1,032","1,030",2062
강남구,"2419.봉은사역 1,2번 출구 ",202305,"1,079","1,011",2090
강남구,2420.학여울역 사거리(LG베스트샵 앞),202305,"1,113",988,2101
강남구,2421. 신논현역 4번출구,202305,"1,255",971,2226
강남구,2422.수서동 성당 맞은편,202305,891,967,1858
강남구,2423.영희초교 사거리(래미안개포루체하임),202305,"1,637","1,795",3432
강남구,2425.세곡동 사거리(대왕초등학교 정류장),202305,235,235,470
강남구,2426.강남한신휴플러스 6단지,202305,856,835,1691
강남구,2427.개포고등학교 정문앞,202305,660,665,1325
강남구,2428.롯데리아 개포점앞,202305,668,669,1337
강남구,2429.압구정로데오역 6번출구,202305,"1,382","1,359",2741
강남구,2430.강남파이낸스센터앞(역삼역2번출구),202305,793,678,1471
강남구,2431.대치역 7번출구,202305,"2,163","2,163",4326
강남구,3602. 한국지역난방공사강남지사,202305,484,689,1173
강남구,3604. 삼성중앙역 5번출구,202305,921,745,1666
강남구,3606. 신사동주민센터 옆,202305,"1,184","1,218",2402
강남구,3609. 언주초등학교 입구,202305,677,633,1310
강남구,3610. 윗반마을 입구,202305,179,164,343
강남구,3611. 방죽마을 입구,202305,454,489,943
강남구,3612. 은곡마을,202305,758,960,1718
강남구,3614. 은마아파트 입구 사거리,202305,"1,695","1,696",3391
강남구,3615. 서울 논현동우체국 앞,202305,421,383,804
강남구,3616. 역삼중학교 앞(체육관 방향),202305,309,276,585
강남구,3618. 서울율현초교 삼거리,202305,"1,158","1,306",2464
강남구,3620. 청담역 11번 출구,202305,474,91,565
강남구,3621. 휘문고교 사거리,202305,515,255,770
강남구,3622. 은마아파트입구 사거리(1),202305,254,245,499
강남구,3623. 일원에코파크 앞(개포로 방면),202305,747,752,1499
강남구,3624. 대모산입구역 7번 출구 앞,202305,470,356,826
강남구,3627. 압구정나들목,202305,"2,645","2,718",5363
강남구,3628. 역삼1동 주민센터,202305,"1,564","1,573",3137
강남구,3629. 청담사거리(신한오피스텔빌딩 앞),202305,725,951,1676
강남구,3630. 개포우성6차아파트 정문 앞,202305,640,564,1204
강남구,3634. 국악고교 앞 교차로,202305,566,560,1126
강남구,3636. 삼성중앙역·플래티넘아파트 정류소,202305,832,789,1621
강남구,3637. 세곡데이케어센터,202305,313,277,590
강남구,3638. 신청담나들목,202305,785,805,1590
강남구,3640. 일원1동주민센터앞 사거리,202305,980,985,1965
강남구,3641. 대청역,202305,"1,238","1,250",2488
강남구,3642. LH강남힐스테이트아파트,202305,"1,114",432,1546
강남구,3643. 더시그넘하우스 앞,202305,"1,024","1,033",2057
강남구,3644. 상록수아파트,202305,701,377,1078
강남구,3646. 선정릉역 4번 출구,202305,678,604,1282
강남구,3647. 구룡역 1번 출구,202305,292,254,546
강남구,3648. 구룡역 4번 출구,202305,220,217,437
강남구,3649. 구룡역 5번 출구,202305,329,334,663
강남구,3651. 개포동역 4번출구,202305,"1,691","1,693",3384
강남구,4901.KT&G타워 옆(상상마당 대치아트홀),202305,741,519,1260
강남구,4902. 구역삼세무서 교차로,202305,"1,108","1,103",2211
강남구,4903. 신사스퀘어,202305,557,517,1074
강남구,4905. 강남경찰서,202305,"2,023","2,083",4106
강남구,4906. 섬유센터 앞,202305,"2,181","2,249",4430
강남구,4907. 극동스포츠 앞,202305,623,518,1141
강남구,4908. SB타워 앞,202305,446,449,895
강남구,4909. 노보텔 앰배서더 앞,202305,262,180,442
강남구,4911. 도곡동 골프 로데오거리,202305,715,713,1428
강남구,4913. 레베쌍트 빌딩 앞,202305,603,624,1227
강남구,4914. 도심공항타워 앞,202305,"1,331","1,398",2729
강남구,4915. 영동중앙교회 버스정류장,202305,361,359,720
강남구,4916. 청담역 1번출구,202305,327,273,600
강남구,4917. 일원에코파크 주차장,202305,913,934,1847
강남구,4918. 매봉역 1번출구,202305,813,826,1639
강남구,4919. 학여울역사거리(은마아파트),202305,256,248,504
강남구,4923.수협대치동지점,202305,"1,002",935,1937
강남구,4924.논현동가구거리,202305,351,281,632
강동구,1001. 광진교 남단 사거리(천호공원 방면),202305,"2,442","2,443",4885
강동구,1002. 해공공원(천호동),202305,"3,221","3,413",6634
강동구,1003. 해공도서관앞,202305,"1,572","1,564",3136
강동구,1004. 삼성광나루아파트 버스정류장,202305,"2,427","3,235",5662
강동구,1006. 롯데캐슬 115동앞,202305,452,461,913
강동구,1007.암사동 선사유적지,202305,236,245,481
강동구,1008. 암사역 3번출구(국민은행앞),202305,"5,374","6,815",12189
강동구,1009. 천호역4번출구(현대백화점),202305,"7,255","7,284",14539
강동구,1010. 강동세무서,202305,"4,827","4,831",9658
강동구,1011. LIGA 아파트 앞,202305,"4,940","4,863",9803
강동구,1013. 강동구청역 1번 출입구,202305,"2,864","2,867",5731
강동구,1015. 샛마을 근린공원,202305,"1,102","1,058",2160
강동구,1016. 해뜨는 주유소옆 리엔파크 109동앞,202305,903,956,1859
강동구,1017. 둔촌고교입구 교차로(길동주민센터 방면),202305,"2,618","2,633",5251
강동구,1018. 둔촌 주공 GS 맞은편,202305,"1,100","1,088",2188
강동구,1019. 다성이즈빌아파트(호원대 대각선 맞은편),202305,"6,237","6,425",12662
강동구,1020. 강동경찰서,202305,"2,713","2,714",5427
강동구,1021. 강일동 리슈빌 빌딩앞,202305,"2,146","2,471",4617
강동구,1022. 길동 사거리(초소앞),202305,"2,661","2,653",5314
강동구,1023. 한국종합기술사옥 앞,202305,"3,503","3,499",7002
강동구,1024.  강동구청 앞,202305,"5,019","5,106",10125
강동구,1025. 상일초등학교,202305,"1,051","1,037",2088
강동구,1026. 대명초교 입구 교차로,202305,690,651,1341
강동구,1027. 프라자 아파트 앞,202305,"1,482","1,496",2978
강동구,1028. 포레스 주상복합 빌딩,202305,"2,357","2,358",4715
강동구,1029. 성내어울터,202305,"4,485","4,493",8978
강동구,1030. 미호 플랜트 앞,202305,"1,869","1,849",3718
강동구,1031. 올림픽로 836(아리수로),202305,796,980,1776
강동구,1032. 선사고등학교,202305,876,928,1804
강동구,1033. 고덕동 아남아파트,202305,"1,351","1,139",2490
강동구,1034. 고덕동 래미안 힐스테이트,202305,452,451,903
강동구,1035. 고덕역 4번출구,202305,"2,113","1,659",3772
강동구,1036. 고덕동 주양쇼핑,202305,"1,560","1,546",3106
강동구,1037. 강일리버파크 6단지,202305,412,477,889
강동구,1038. 강일 다솜 어린이 공원,202305,507,526,1033
강동구,1039. 고덕초등학교,202305,329,331,660
강동구,1041. 묘곡초등학교,202305,785,780,1565
강동구,1042. 강일리버파크 2~5단지,202305,850,963,1813
강동구,1044. 굽은다리역,202305,"5,822","5,881",11703
강동구,1048. 둔촌어린이공원,202305,121,116,237
강동구,1049. 강일리버파크 10단지,202305,"1,009","1,188",2197
강동구,1050.  둔촌역 3번 출입구,202305,"5,835","5,822",11657
강동구,"1051. 강일중,선사고 버스정류장(신암중학교 방면)",202305,"1,898","1,901",3799
강동구,1052. 리싸이클시티,202305,201,200,401
강동구,1053. 동명근린공원 진입로 (아리수로),202305,559,555,1114
강동구,1054. 말우물 어린이 공원,202305,519,567,1086
강동구,1056. 강일리버파크 7~11단지,202305,704,734,1438
강동구,1057. 능골근린공원,202305,"1,026","1,036",2062
강동구,1058. 고덕숲 아이파크 1,202305,382,380,762
강동구,1059. 래미안 강동팰리스(102동),202305,"1,949","1,586",3535
강동구,1060. 천일초교 사거리,202305,"1,268","1,272",2540
강동구,1061. 천호초교 입구 사거리(일주빌딩),202305,"1,551","1,548",3099
강동구,1062. 고덕숲 아이파크 2,202305,373,374,747
강동구,1063.강동롯데캐슬퍼스트 아파트(관리동),202305,946,941,1887
강동구,1064.중앙보훈병원역 1번출구,202305,539,446,985
강동구,1065.보훈병원 후문옆(더 원커피),202305,733,650,1383
강동구,1066.생태공원앞 교차로(조명탑),202305,361,320,681
강동구,1067.한영중고앞사거리,202305,579,551,1130
강동구,1068.명일파출소,202305,885,887,1772
강동구,1069.강동경희대학교병원 입구,202305,651,601,1252
강동구,1070.(시립)고덕평생학습관,202305,849,849,1698
강동구,1071.명일근린공원공동체텃밭,202305,359,355,714
강동구,1072.고덕역 5번출구,202305,"1,537","1,531",3068
강동구,1073. SSTS 몰 앞,202305,"1,227","1,265",2492
강동구,1074.대명초교입구 사거리,202305,"1,838","1,868",3706
강동구,1075.천동초교 삼거리,202305,"2,353","2,471",4824
강동구,1076. 천동초교입구사거리 버스정류장(십자성마을 방면),202305,"2,898","2,971",5869
강동구,1077.강동역 1번출구 앞,202305,"2,961","2,912",5873
강동구,1078.둔촌사거리,202305,"4,306","4,333",8639
강동구,1079.강일동입구교차로,202305,437,440,877
강동구,1080.엘웨딩,202305,"1,577","1,563",3140
강동구,1081.트레빌빌딩,202305,"2,058","1,899",3957
강동구,1082.중앙보훈병원역3번출구,202305,333,317,650
강동구,1083.광문고교사거리(아이파크),202305,880,872,1752
강동구,1084. 윤선생빌딩(JYP사옥),202305,"4,598","5,153",9751
강동구,1085.래미안 솔베뉴(고덕로),202305,"1,442",962,2404
강동구,1086.래미안 솔베뉴(구천면로),202305,964,916,1880
강동구,1088.풍납사거리(강동),202305,"1,994","1,953",3947
강동구,1089.고덕 래미안힐스테이트(201동),202305,241,224,465
강동구,1090.상일동역 2번출구 앞,202305,"3,065","3,044",6109
강동구,3539. 서원마을,202305,184,225,409
강동구,3652. 한영외국어고등학교,202305,289,255,544
강동구,3653. 강동리버스트4단지아파트 404동 앞,202305,688,705,1393
강동구,3654. 강동리버스트4단지아파트 405동 앞,202305,459,461,920
강동구,3655. 둔촌신성미소지움아파트,202305,"1,319","1,153",2472
강동구,3656. 둔촌푸르지오아파트,202305,"2,929","2,994",5923
강동구,3657. 서울천호동우체국,202305,"2,805","2,787",5592
강동구,3658. 프라이어팰리스아파트,202305,"1,107","1,121",2228
강동구,3659. 명일초등학교 옆,202305,410,350,760
강동구,3661. 명일동신동아아파트 앞,202305,605,606,1211
강동구,3663. 암사정수센터교차로(강동롯데캐슬퍼스트아파트),202305,418,365,783
강동구,3664. 맥도날드 서울둔촌DT점 앞,202305,"4,037","4,027",8064
강동구,3665. 고덕센트럴 아이파크상가 앞,202305,926,932,1858
강동구,3668. 성내삼성아파트,202305,"4,493","4,852",9345
강동구,3671. 둔촌동역교차로,202305,"3,237","3,236",6473
강동구,3672. 고덕중학교 후문,202305,531,529,1060
강동구,3673. 강동리버스트6단지,202305,774,770,1544
강동구,3674. 강동리버스트7단지,202305,694,753,1447
강동구,3675. 강동리버스트8단지,202305,922,"1,041",1963
강동구,3676. 강동리엔파크9단지,202305,846,834,1680
강동구,3677. 강동구음식물재활용센터,202305,113,129,242
강동구,3680. 강동역3번출구,202305,"4,979","4,984",9963
강동구,3681. 길동 마루빌딩,202305,"6,126","6,494",12620
강동구,3682. 길동 동호빌딩,202305,700,710,1410
강동구,3683. KT&G강동지사,202305,"1,844","2,006",3850
강동구,3684. 고덕자이(105동 앞),202305,"1,676","1,737",3413
강동구,3685. 강동리엔파크14단지(1401동 앞),202305,"1,189","1,313",2502
강동구,3686. 고덕 래미안 힐스테이트(101동),202305,763,766,1529
강동구,3688. 상일동산(동아아파트앞 교차로),202305,474,491,965
강동구,3689. 강일역 3번출구,202305,"1,184","1,110",2294
강동구,3690. 강일역 4번출구,202305,510,429,939
강동구,3691. 둔촌역 2번출구,202305,"1,020","1,033",2053
강동구,3692. 둔촌오륜역 1번 출구,202305,754,730,1484
강동구,3694. 강동리엔파크 13단지(1303동 앞),202305,"1,312","1,359",2671
강동구,3698. 명일역 3번출구 옆,202305,"2,519","2,513",5032
강동구,3699. 상일파출소 옆,202305,"1,910","1,902",3812
강동구,3700. 강변그대가리버뷰 입구 맞은편,202305,"2,217","2,502",4719
강동구,3701. 방아삼거리,202305,238,215,453
강동구,4951. 강동농협 버스정류소 앞(광채빌라),202305,"1,423","1,438",2861
강동구,4952.천호시장 버스정류소 옆,202305,981,993,1974
강북구,"1501. 미아역 3번,4번 출구 사이",202305,"2,164","2,161",4325
강북구,1503. 강북구청사거리(수유역 8번출구),202305,"3,564","3,667",7231
강북구,1504. 삼양시장오거리,202305,495,490,985
강북구,1506. 강북문화예술회관,202305,"1,989","1,957",3946
강북구,1509. 서울북부수도사업소,202305,879,871,1750
강북구,1510. 번동주공5단지 관리사무소 앞,202305,527,530,1057
강북구,1511. 번동 금호어울림아파트102동앞,202305,618,712,1330
강북구,1512. 강북중학교 앞,202305,"2,827","2,853",5680
강북구,1513. 강북구청 뒷편,202305,456,443,899
강북구,1514. 강북구청 사거리 버스정류소 앞,202305,"1,569","1,567",3136
강북구,1515. 송천동 주민센터,202305,695,678,1373
강북구,1516. 우이초등학교 후문 옆,202305,925,929,1854
강북구,1518. 수유2동은행빌딩 앞,202305,"1,024","1,012",2036
강북구,1519. 장미원시장 건너편,202305,"1,244","1,232",2476
강북구,1520. 수유중앙시장,202305,"1,718","1,768",3486
강북구,1525. 미아동 복합청사,202305,787,777,1564
강북구,1526. 강북종합시장 앞,202305,"1,149","1,159",2308
강북구,1527. 미아역 1번 출구 뒤,202305,"1,199","1,205",2404
강북구,1528. 삼각산동 주민센터,202305,747,404,1151
강북구,1529. 미아동 한국전력공사,202305,"2,443","2,403",4846
강북구,1530. 광산사거리,202305,"2,513","2,557",5070
강북구,1531. 미아사거리 1번 출구,202305,"3,290","3,553",6843
강북구,1532. 번3동 주민센터 교차로,202305,"1,129","1,259",2388
강북구,"1533. 번동 주공3, 4단지 교차로",202305,"1,659","1,950",3609
강북구,1535. 효성인텔리안 앞,202305,"3,017","3,101",6118
강북구,1536. 번동 두산위브 101동 옆,202305,"1,037",972,2009
강북구,1537. 북한산 우이역,202305,743,666,1409
강북구,1538. 솔밭공원역,202305,433,427,860
강북구,1539. 4.19민주묘지역,202305,"1,424","1,434",2858
강북구,1540. 가오리역,202305,"1,624","1,621",3245
강북구,1541. 삼양역,202305,346,268,614
강북구,1542. 삼양사거리역,202305,590,565,1155
강북구,1543. 수유1동 주민센터,202305,986,980,1966
강북구,1546. 송천동우체국,202305,493,597,1090
강북구,1547. 꿈의숲 롯데캐슬,202305,547,319,866
강북구,1548. 북서울 꿈의숲 서문,202305,874,451,1325
강북구,1550.삼각산아이원아파트(105동 옆),202305,194,37,231
강북구,1551.4.19탑 앞,202305,847,805,1652
강북구,1552. 강북구청사거리,202305,"2,322","2,318",4640
강북구,1553.서울북부고용노동지청,202305,995,989,1984
강북구,1554.번동사거리,202305,801,755,1556
강북구,1557.신창교,202305,"1,132","1,137",2269
강북구,1558.강북문화정보도서관,202305,621,443,1064
강북구,1560. 도봉세무서 앞,202305,"1,379","1,438",2817
강북구,1564.4.19민주묘지역 1번출구,202305,"1,542","1,558",3100
강북구,1565.수유사거리,202305,"1,636","1,623",3259
강북구,1569.수유역2번출구,202305,"4,340","4,286",8626
강북구,1571.북서울 꿈의 숲 입구,202305,632,670,1302
강북구,1572. 우이동 먹거리마을,202305,207,116,323
강북구,1573.현대성우아파트 옆,202305,576,469,1045
강북구,1574.송중초등학교 옆,202305,776,846,1622
강북구,1715. 서울특별시교육청도봉도서관,202305,"1,519","1,425",2944
강북구,1757.솔밭공원역 1번출구 앞,202305,776,729,1505
강북구,1758.솔밭공원역 1번출구 주변,202305,830,783,1613
강북구,3703. 삼양입구사거리,202305,495,550,1045
강북구,3707. 드래곤타워 앞,202305,"1,235","1,145",2380
강북구,3711. 월계2교 교차로,202305,791,840,1631
강북구,3714. 송천센트레빌,202305,399,270,669
강북구,3718. 번동3단지 버스정류장,202305,"1,350","1,669",3019
강북구,3720. 우이천 창번교,202305,945,989,1934
강북구,3724. 삼양동주민센터 앞,202305,407,280,687
강북구,3725. 강북 청소년 문화정보도서관 앞,202305,478,468,946
강북구,3726.삼양동사거리,202305,151,146,297
강서구,1101. 개화동상사마을종점 버스정류장,202305,552,599,1151
강서구,1102. 방화사거리 마을버스 버스정류장,202305,"3,843","3,941",7784
강서구,1103. 방화역 4번출구앞,202305,"3,854","3,839",7693
강서구,1105. 방화근린공원,202305,733,629,1362
강서구,1106. 신방화사거리,202305,"4,718","5,010",9728
강서구,1108. 공항시장역 2번출구 뒤,202305,"1,894","1,916",3810
강서구,1109. 공항시장역 4번출구,202305,"1,345","1,381",2726
강서구,1110. 공항중학교앞,202305,"2,181","2,150",4331
강서구,1111. 마곡엠밸리6_7단지 마곡중학교,202305,"3,282","3,235",6517
강서구,1112. 마곡엠밸리4단지 정문,202305,"6,214","6,176",12390
강서구,1113. 서남환경공원 버스정류장,202305,"3,164","3,106",6270
강서구,1117. 등촌5단지아파트 버스정류장,202305,"5,382","5,539",10921
강서구,1118. 증미역 3번출구뒤(등촌두산위브센티움오피스텔),202305,"4,414","5,081",9495
강서구,1119. 염창동 한마음아파트 앞,202305,"2,644","2,657",5301
강서구,1120. 대림경동아파트앞,202305,"2,338","2,370",4708
강서구,1121. 가양레포츠센터 앞,202305,"2,233","2,274",4507
강서구,1122. 황금내근린공원,202305,"4,214","4,479",8693
강서구,1124. 발산역 6번 출구 뒤,202305,"7,768","7,802",15570
강서구,1125. 명덕고교입구(영종빌딩),202305,"5,657","5,964",11621
강서구,1126. 우장산역 1번출구옆(우장산아이파크105동앞),202305,"2,932","1,895",4827
강서구,1127. 화곡역 버스정류장,202305,"3,333","3,484",6817
강서구,1128. 화곡역 6번출구,202305,"3,032","3,116",6148
강서구,1129. 화곡역 1번 출구 앞,202305,"3,566","3,622",7188
강서구,1130. 화곡본동시장 버스정류장,202305,881,801,1682
강서구,1132. 등촌역 7번출구,202305,"3,103","3,165",6268
강서구,1135. 강서구의회,202305,"3,464","3,072",6536
강서구,1136. 등촌2파출소,202305,"1,363",908,2271
강서구,1137. 등촌2동주민센터,202305,780,451,1231
강서구,1139. 용문사 버스정류장,202305,"2,158","2,130",4288
강서구,1140. 목동사거리 버스정류장,202305,"2,863","2,918",5781
강서구,1141. 곰달래 문화복지센터 A,202305,"2,375","3,256",5631
강서구,1145. 곰달래 문화복지센터 B,202305,722,931,1653
강서구,1148. 볏골공원,202305,"1,883","1,716",3599
강서구,1149. 신방화역환승주차장,202305,"5,373","5,341",10714
강서구,1150. 송정역 1번출구,202305,"4,156","4,580",8736
강서구,1151. 마곡역1번출구,202305,"3,776","3,761",7537
강서구,1152. 마곡역교차로,202305,"6,015","6,143",12158
강서구,"1153. 발산역 1번, 9번 인근 대여소",202305,"11,052","11,000",22052
강서구,1155. 기쁜우리복지관,202305,"3,298","3,320",6618
강서구,1157. 강서구청,202305,"4,466","5,077",9543
강서구,1158. 가양역 8번출구,202305,"6,835","7,037",13872
강서구,1159. 서서울모터리움 앞,202305,"1,010",903,1913
강서구,1160. 양천향교역 7번출구앞,202305,"7,707","7,743",15450
강서구,1161. 강서면허시험장 앞,202305,516,363,879
강서구,1162. 공항초등학교건너편,202305,"3,518","3,550",7068
강서구,1163. 방화동강서기동대앞,202305,"4,478","4,562",9040
강서구,1165. 마곡중학교 후문,202305,"1,634","1,413",3047
강서구,1166. 강서구립등빛도서관,202305,"6,018","6,081",12099
강서구,1167. 마곡수명산파크3단지 교차로,202305,"4,938","4,957",9895
강서구,1168. 마곡엠밸리10단지 앞,202305,"2,601","2,457",5058
강서구,1169. 염창역 1번 출구,202305,"3,628","3,655",7283
강서구,1170. 강서구보건소,202305,"1,417",946,2363
강서구,1171. 염창동 새마을금고 건너편,202305,"1,350","1,399",2749
강서구,1172. 가양3동 주민센터,202305,"2,431","2,760",5191
강서구,1173. 강서구청사거리(SH타워),202305,"4,806","4,453",9259
강서구,1174. 강서구청사거리(부민병원),202305,"1,894","1,881",3775
강서구,1175. 대한항공 인력개발센터,202305,"2,218","1,656",3874
강서구,1177. 수명중?고교,202305,"2,992","3,018",6010
강서구,1178. 개화산역 2번 출구,202305,"1,409","1,389",2798
강서구,1180. 마곡엠밸리 15단지(1502동) 건너편,202305,"3,969","4,003",7972
강서구,1181. 농수산식품공사 (강서지사),202305,345,367,712
강서구,1182. KBS 스포츠월드,202305,"3,956","3,973",7929
강서구,1183. KC 대학교,202305,720,574,1294
강서구,1184. 마곡13단지,202305,"4,339","4,432",8771
강서구,1185. 등촌9단지,202305,"2,200","2,217",4417
강서구,1186. 송정중학교,202305,"1,571","1,760",3331
강서구,1187. 강서수산물도매시장,202305,"1,060","1,073",2133
강서구,1188. 롯데중앙연구소,202305,590,609,1199
강서구,1190. 마곡역 교차로(2번출구),202305,"2,736","2,472",5208
강서구,"1191. 마곡역 버스정류장(마곡나루역1번출구, 웰튼병원 방면)",202305,"4,887","4,500",9387
강서구,1192. 마곡수명산파크 209동 건너편,202305,"3,175","2,811",5986
강서구,1193. 마곡센트럴타워 1차,202305,"4,690","4,697",9387
강서구,1194. 센서텍㈜,202305,"2,489","2,907",5396
강서구,1195. 코오롱One&Only타워,202305,"3,774","4,024",7798
강서구,1196. 서울식물원(문화센터) 건너편,202305,488,376,864
