자치구,대여소명,기준년월,대여건수,반납건수,이용합계
강남구,2415.한티역 롯데백화점 앞,202304,"1,267","1,198",2465
강남구,2416.한티역 6번 출구,202304,681,564,1245
강남구,2417.선정릉 디캠프(D.CAMP)앞,202304,357,331,688
강남구,2418.봉은사역 7번 출구 ,202304,874,833,1707
강남구,"2419.봉은사역 1,2번 출구 ",202304,863,794,1657
강남구,2420.학여울역 사거리(LG베스트샵 앞),202304,"1,033",869,1902
강남구,2421. 신논현역 4번출구,202304,"1,319","1,031",2350
강남구,2422.수서동 성당 맞은편,202304,635,649,1284
강남구,2423.영희초교 사거리(래미안개포루체하임),202304,"1,387","1,398",2785
강남구,2425.세곡동 사거리(대왕초등학교 정류장),202304,229,216,445
강남구,2426.강남한신휴플러스 6단지,202304,739,685,1424
강남구,2427.개포고등학교 정문앞,202304,453,440,893
강남구,2428.롯데리아 개포점앞,202304,604,594,1198
강남구,2429.압구정로데오역 6번출구,202304,"1,318","1,235",2553
강남구,2430.강남파이낸스센터앞(역삼역2번출구),202304,751,534,1285
강남구,2431.대치역 7번출구,202304,"1,774","1,715",3489
강남구,3602. 한국지역난방공사강남지사,202304,401,490,891
강남구,3604. 삼성중앙역 5번출구,202304,875,655,1530
강남구,3606. 신사동주민센터 옆,202304,979,957,1936
강남구,3609. 언주초등학교 입구,202304,678,607,1285
강남구,3610. 윗반마을 입구,202304,125,105,230
강남구,3611. 방죽마을 입구,202304,405,442,847
강남구,3612. 은곡마을,202304,664,824,1488
강남구,3614. 은마아파트 입구 사거리,202304,"1,538","1,464",3002
강남구,3615. 서울 논현동우체국 앞,202304,341,297,638
강남구,3616. 역삼중학교 앞(체육관 방향),202304,310,253,563
강남구,3618. 서울율현초교 삼거리,202304,"1,047","1,125",2172
강남구,3620. 청담역 11번 출구,202304,349,60,409
강남구,3621. 휘문고교 사거리,202304,468,257,725
강남구,3622. 은마아파트입구 사거리(1),202304,228,225,453
강남구,3623. 일원에코파크 앞(개포로 방면),202304,652,616,1268
강남구,3624. 대모산입구역 7번 출구 앞,202304,409,272,681
강남구,3627. 압구정나들목,202304,"2,506","2,332",4838
강남구,3628. 역삼1동 주민센터,202304,"1,272","1,285",2557
강남구,3629. 청담사거리(신한오피스텔빌딩 앞),202304,576,724,1300
강남구,3630. 개포우성6차아파트 정문 앞,202304,520,414,934
강남구,3634. 국악고교 앞 교차로,202304,397,381,778
강남구,3636. 삼성중앙역·플래티넘아파트 정류소,202304,698,689,1387
강남구,3637. 세곡데이케어센터,202304,278,212,490
강남구,3638. 신청담나들목,202304,601,572,1173
강남구,3640. 일원1동주민센터앞 사거리,202304,711,709,1420
강남구,3641. 대청역,202304,867,866,1733
강남구,3642. LH강남힐스테이트아파트,202304,788,274,1062
강남구,3643. 더시그넘하우스 앞,202304,813,796,1609
강남구,3644. 상록수아파트,202304,712,353,1065
강남구,3646. 선정릉역 4번 출구,202304,502,463,965
강남구,3647. 구룡역 1번 출구,202304,317,212,529
강남구,3648. 구룡역 4번 출구,202304,181,169,350
강남구,3649. 구룡역 5번 출구,202304,306,300,606
강남구,3651. 개포동역 4번출구,202304,"1,525","1,443",2968
강남구,4901.KT&G타워 옆(상상마당 대치아트홀),202304,550,444,994
강남구,4902. 구역삼세무서 교차로,202304,892,873,1765
강남구,4903. 신사스퀘어,202304,452,393,845
강남구,4905. 강남경찰서,202304,"1,771","1,739",3510
강남구,4906. 섬유센터 앞,202304,"1,836","1,774",3610
강남구,4907. 극동스포츠 앞,202304,570,480,1050
강남구,4908. SB타워 앞,202304,344,327,671
강남구,4909. 노보텔 앰배서더 앞,202304,250,151,401
강남구,4911. 도곡동 골프 로데오거리,202304,565,560,1125
강남구,4913. 레베쌍트 빌딩 앞,202304,425,448,873
강남구,4914. 도심공항타워 앞,202304,"1,175","1,151",2326
강남구,4915. 영동중앙교회 버스정류장,202304,275,265,540
강남구,4916. 청담역 1번출구,202304,218,183,401
강남구,4917. 일원에코파크 주차장,202304,742,694,1436
강남구,4918. 매봉역 1번출구,202304,649,623,1272
강남구,4919. 학여울역사거리(은마아파트),202304,239,230,469
강남구,4923.수협대치동지점,202304,728,698,1426
강남구,4924.논현동가구거리,202304,289,240,529
강동구,1001. 광진교 남단 사거리(천호공원 방면),202304,"2,033","1,918",3951
강동구,1002. 해공공원(천호동),202304,"2,596","2,699",5295
강동구,1003. 해공도서관앞,202304,"1,286","1,218",2504
강동구,1004. 삼성광나루아파트 버스정류장,202304,"2,172","2,681",4853
강동구,1006. 롯데캐슬 115동앞,202304,371,351,722
강동구,1007.암사동 선사유적지,202304,211,181,392
강동구,1008. 암사역 3번출구(국민은행앞),202304,"4,235","5,331",9566
강동구,1009. 천호역4번출구(현대백화점),202304,"6,179","5,907",12086
강동구,1010. 강동세무서,202304,"3,411","3,307",6718
강동구,1011. LIGA 아파트 앞,202304,"3,448","3,324",6772
강동구,1013. 강동구청역 1번 출입구,202304,"2,255","2,178",4433
강동구,1015. 샛마을 근린공원,202304,"1,011",956,1967
강동구,1016. 해뜨는 주유소옆 리엔파크 109동앞,202304,777,729,1506
강동구,1017. 둔촌고교입구 교차로(길동주민센터 방면),202304,"2,425","2,315",4740
강동구,1018. 둔촌 주공 GS 맞은편,202304,888,875,1763
강동구,1019. 다성이즈빌아파트(호원대 대각선 맞은편),202304,"6,056","6,253",12309
강동구,1021. 강일동 리슈빌 빌딩앞,202304,"1,988","2,146",4134
강동구,1022. 길동 사거리(초소앞),202304,"2,218","2,126",4344
강동구,1023. 한국종합기술사옥 앞,202304,"2,615","2,627",5242
강동구,1024.  강동구청 앞,202304,"4,363","4,420",8783
강동구,1025. 상일초등학교,202304,849,823,1672
강동구,1026. 대명초교 입구 교차로,202304,626,585,1211
강동구,1027. 프라자 아파트 앞,202304,"1,391","1,315",2706
강동구,1028. 포레스 주상복합 빌딩,202304,"2,009","1,922",3931
강동구,1029. 성내어울터,202304,"3,798","3,605",7403
강동구,1030. 미호 플랜트 앞,202304,"1,564","1,501",3065
강동구,1031. 올림픽로 836(아리수로),202304,615,770,1385
강동구,1032. 선사고등학교,202304,735,702,1437
강동구,1033. 고덕동 아남아파트,202304,"1,172",949,2121
강동구,1034. 고덕동 래미안 힐스테이트,202304,401,354,755
강동구,1035. 고덕역 4번출구,202304,"2,125","1,385",3510
강동구,1036. 고덕동 주양쇼핑,202304,"1,343","1,226",2569
강동구,1037. 강일리버파크 6단지,202304,332,393,725
강동구,1038. 강일 다솜 어린이 공원,202304,390,406,796
강동구,1039. 고덕초등학교,202304,313,305,618
강동구,1041. 묘곡초등학교,202304,674,631,1305
강동구,1042. 강일리버파크 2~5단지,202304,686,791,1477
강동구,1044. 굽은다리역,202304,"4,916","4,906",9822
강동구,1047. 강동 한신휴플러스,202304,"1,708","1,637",3345
강동구,1048. 둔촌어린이공원,202304,"3,144","3,249",6393
강동구,1049. 강일리버파크 10단지,202304,817,903,1720
강동구,1050.  둔촌역 3번 출입구,202304,"5,231","5,018",10249
강동구,"1051. 강일중,선사고 버스정류장(신암중학교 방면)",202304,"1,548","1,462",3010
강동구,1052. 리싸이클시티,202304,154,151,305
강동구,1053. 동명근린공원 진입로 (아리수로),202304,476,451,927
강동구,1054. 말우물 어린이 공원,202304,368,420,788
강동구,1056. 강일리버파크 7~11단지,202304,607,578,1185
강동구,1057. 능골근린공원,202304,762,741,1503
강동구,1058. 고덕숲 아이파크 1,202304,376,349,725
강동구,1059. 래미안 강동팰리스(102동),202304,"1,618","1,252",2870
강동구,1060. 천일초교 사거리,202304,"1,134","1,084",2218
강동구,1061. 천호초교 입구 사거리(일주빌딩),202304,"1,304","1,260",2564
강동구,1062. 고덕숲 아이파크 2,202304,285,279,564
강동구,1063.강동롯데캐슬퍼스트 아파트(관리동),202304,848,785,1633
강동구,1064.중앙보훈병원역 1번출구,202304,439,322,761
강동구,1065.보훈병원 후문옆(더 원커피),202304,614,487,1101
강동구,1066.생태공원앞 교차로(조명탑),202304,279,216,495
강동구,1067.한영중고앞사거리,202304,563,479,1042
강동구,1068.명일파출소,202304,823,781,1604
강동구,1069.강동경희대학교병원 입구,202304,527,460,987
강동구,1070.(시립)고덕평생학습관,202304,808,767,1575
강동구,1071.명일근린공원공동체텃밭,202304,320,290,610
강동구,1072.고덕역 5번출구,202304,"1,470","1,343",2813
강동구,1073. SSTS 몰 앞,202304,955,938,1893
강동구,1074.대명초교입구 사거리,202304,"1,591","1,480",3071
강동구,1075.천동초교 삼거리,202304,"2,024","1,905",3929
강동구,1076. 천동초교입구사거리 버스정류장(십자성마을 방면),202304,"2,353","2,329",4682
강동구,1077.강동역 1번출구 앞,202304,"2,341","2,255",4596
강동구,1078.둔촌사거리,202304,"3,944","3,815",7759
강동구,1079.강일동입구교차로,202304,384,361,745
강동구,1080.엘웨딩,202304,"1,370","1,315",2685
강동구,1081.트레빌빌딩,202304,"1,742","1,485",3227
강동구,1082.중앙보훈병원역3번출구,202304,260,191,451
강동구,1083.광문고교사거리(아이파크),202304,795,760,1555
강동구,1084. 윤선생빌딩(JYP사옥),202304,"4,097","4,318",8415
강동구,1085.래미안 솔베뉴(고덕로),202304,"1,346",773,2119
강동구,1086.래미안 솔베뉴(구천면로),202304,891,868,1759
강동구,1088.풍납사거리(강동),202304,"1,703","1,640",3343
강동구,1089.고덕 래미안힐스테이트(201동),202304,254,203,457
강동구,1090.상일동역 2번출구 앞,202304,"2,511","2,486",4997
강동구,3539. 서원마을,202304,174,213,387
강동구,3652. 한영외국어고등학교,202304,254,171,425
강동구,3653. 강동리버스트4단지아파트 404동 앞,202304,514,581,1095
강동구,3654. 강동리버스트4단지아파트 405동 앞,202304,377,364,741
강동구,3655. 둔촌신성미소지움아파트,202304,957,655,1612
강동구,3656. 둔촌푸르지오아파트,202304,"1,722","1,644",3366
강동구,3657. 서울천호동우체국,202304,"2,251","2,145",4396
강동구,3658. 프라이어팰리스아파트,202304,903,859,1762
강동구,3659. 명일초등학교 옆,202304,516,352,868
강동구,3661. 명일동신동아아파트 앞,202304,479,428,907
강동구,3663. 암사정수센터교차로(강동롯데캐슬퍼스트아파트),202304,402,313,715
강동구,3664. 맥도날드 서울둔촌DT점 앞,202304,"2,928","2,782",5710
강동구,3665. 고덕센트럴 아이파크상가 앞,202304,819,760,1579
강동구,3668. 성내삼성아파트,202304,"4,138","4,300",8438
강동구,3671. 둔촌동역교차로,202304,"2,654","2,539",5193
강동구,3672. 고덕중학교 후문,202304,471,444,915
강동구,3673. 강동리버스트6단지,202304,723,665,1388
강동구,3674. 강동리버스트7단지,202304,624,660,1284
강동구,3675. 강동리버스트8단지,202304,676,738,1414
강동구,3676. 강동리엔파크9단지,202304,668,648,1316
강동구,3677. 강동구음식물재활용센터,202304,65,64,129
강동구,3680. 강동역3번출구,202304,"4,029","3,877",7906
강동구,3681. 길동 마루빌딩,202304,"4,593","4,844",9437
강동구,3682. 길동 동호빌딩,202304,478,452,930
강동구,3683. KT&G강동지사,202304,"1,537","1,608",3145
강동구,3684. 고덕자이(105동 앞),202304,"1,463","1,421",2884
강동구,3685. 강동리엔파크14단지(1401동 앞),202304,"1,021","1,088",2109
강동구,3686. 고덕 래미안 힐스테이트(101동),202304,747,707,1454
강동구,3688. 상일동산(동아아파트앞 교차로),202304,362,337,699
강동구,3689. 강일역 3번출구,202304,"1,000",917,1917
강동구,3690. 강일역 4번출구,202304,444,355,799
강동구,3691. 둔촌역 2번출구,202304,"1,037",934,1971
강동구,3692. 둔촌오륜역 1번 출구,202304,699,626,1325
강동구,3694. 강동리엔파크 13단지(1303동 앞),202304,"1,061","1,093",2154
강동구,3698. 명일역 3번출구 옆,202304,"2,010","1,922",3932
강동구,3699. 상일파출소 옆,202304,"1,710","1,585",3295
강동구,3700. 강변그대가리버뷰 입구 맞은편,202304,"1,835","1,907",3742
강동구,3701. 방아삼거리,202304,202,191,393
강동구,4951. 강동농협 버스정류소 앞(광채빌라),202304,"1,217","1,155",2372
강동구,4952.천호시장 버스정류소 옆,202304,894,853,1747
강북구,"1501. 미아역 3번,4번 출구 사이",202304,"1,865","1,792",3657
강북구,1503. 강북구청사거리(수유역 8번출구),202304,"3,055","3,096",6151
강북구,1504. 삼양시장오거리,202304,382,358,740
강북구,1506. 강북문화예술회관,202304,"1,592","1,441",3033
강북구,1509. 서울북부수도사업소,202304,690,722,1412
강북구,1510. 번동주공5단지 관리사무소 앞,202304,418,362,780
강북구,1511. 번동 금호어울림아파트102동앞,202304,528,553,1081
강북구,1512. 강북중학교 앞,202304,"2,399","2,379",4778
강북구,1513. 강북구청 뒷편,202304,438,403,841
강북구,1514. 강북구청 사거리 버스정류소 앞,202304,"1,324","1,299",2623
강북구,1515. 송천동 주민센터,202304,672,659,1331
강북구,1516. 우이초등학교 후문 옆,202304,846,787,1633
강북구,1518. 수유2동은행빌딩 앞,202304,886,817,1703
강북구,1519. 장미원시장 건너편,202304,"1,055",996,2051
강북구,1520. 수유중앙시장,202304,"1,390","1,423",2813
강북구,1525. 미아동 복합청사,202304,589,553,1142
강북구,1526. 강북종합시장 앞,202304,923,871,1794
강북구,1527. 미아역 1번 출구 뒤,202304,"1,090","1,056",2146
강북구,1528. 삼각산동 주민센터,202304,679,271,950
강북구,1529. 미아동 한국전력공사,202304,"2,011","1,941",3952
강북구,1530. 광산사거리,202304,"1,937","1,865",3802
강북구,1531. 미아사거리 1번 출구,202304,"2,904","3,111",6015
강북구,1532. 번3동 주민센터 교차로,202304,934,"1,054",1988
강북구,"1533. 번동 주공3, 4단지 교차로",202304,"1,376","1,588",2964
강북구,1535. 효성인텔리안 앞,202304,"2,574","2,544",5118
강북구,1536. 번동 두산위브 101동 옆,202304,911,788,1699
강북구,1537. 북한산 우이역,202304,664,538,1202
강북구,1538. 솔밭공원역,202304,326,306,632
강북구,1539. 4.19민주묘지역,202304,"1,154","1,169",2323
강북구,1540. 가오리역,202304,"1,325","1,243",2568
강북구,1541. 삼양역,202304,368,245,613
강북구,1542. 삼양사거리역,202304,586,527,1113
강북구,1543. 수유1동 주민센터,202304,883,836,1719
강북구,1546. 송천동우체국,202304,457,596,1053
강북구,1547. 꿈의숲 롯데캐슬,202304,499,275,774
강북구,1548. 북서울 꿈의숲 서문,202304,"1,016",543,1559
강북구,1550.삼각산아이원아파트(105동 옆),202304,300,49,349
강북구,1551.4.19탑 앞,202304,761,651,1412
강북구,1552. 강북구청사거리,202304,"1,893","1,829",3722
강북구,1553.서울북부고용노동지청,202304,895,792,1687
강북구,1554.번동사거리,202304,714,620,1334
강북구,1557.신창교,202304,"1,019",962,1981
강북구,1558.강북문화정보도서관,202304,527,318,845
강북구,1560. 도봉세무서 앞,202304,"1,115","1,099",2214
강북구,1564.4.19민주묘지역 1번출구,202304,"1,342","1,382",2724
강북구,1565.수유사거리,202304,"1,465","1,392",2857
강북구,1569.수유역2번출구,202304,"3,668","3,521",7189
강북구,1571.북서울 꿈의 숲 입구,202304,538,491,1029
강북구,1572. 우이동 먹거리마을,202304,193,102,295
강북구,1573.현대성우아파트 옆,202304,603,439,1042
강북구,1574.송중초등학교 옆,202304,657,721,1378
강북구,1715. 서울특별시교육청도봉도서관,202304,"1,345","1,133",2478
강북구,1757.솔밭공원역 1번출구 앞,202304,655,573,1228
강북구,1758.솔밭공원역 1번출구 주변,202304,740,623,1363
강북구,3703. 삼양입구사거리,202304,356,419,775
강북구,3707. 드래곤타워 앞,202304,998,956,1954
강북구,3711. 월계2교 교차로,202304,670,648,1318
강북구,3714. 송천센트레빌,202304,380,265,645
강북구,3718. 번동3단지 버스정류장,202304,"1,096","1,320",2416
강북구,3720. 우이천 창번교,202304,750,790,1540
강북구,3724. 삼양동주민센터 앞,202304,468,262,730
강북구,3725. 강북 청소년 문화정보도서관 앞,202304,360,354,714
강서구,1101. 개화동상사마을종점 버스정류장,202304,408,427,835
강서구,1102. 방화사거리 마을버스 버스정류장,202304,"3,155","3,110",6265
강서구,1103. 방화역 4번출구앞,202304,"3,140","2,990",6130
강서구,1105. 방화근린공원,202304,665,584,1249
강서구,1106. 신방화사거리,202304,"3,728","3,698",7426
강서구,1108. 공항시장역 2번출구 뒤,202304,"1,580","1,518",3098
강서구,1109. 공항시장역 4번출구,202304,"1,004","1,047",2051
강서구,1110. 공항중학교앞,202304,"1,471","1,392",2863
강서구,1111. 마곡엠밸리6_7단지 마곡중학교,202304,"2,679","2,501",5180
강서구,1112. 마곡엠밸리4단지 정문,202304,"4,819","4,583",9402
강서구,1113. 서남환경공원 버스정류장,202304,"2,506","2,264",4770
강서구,1117. 등촌5단지아파트 버스정류장,202304,"4,338","4,308",8646
강서구,1118. 증미역 3번출구뒤(등촌두산위브센티움오피스텔),202304,"3,397","3,718",7115
강서구,1119. 염창동 한마음아파트 앞,202304,"2,149","2,095",4244
강서구,1120. 대림경동아파트앞,202304,"2,329","2,216",4545
강서구,1121. 가양레포츠센터 앞,202304,"1,759","1,730",3489
강서구,1122. 황금내근린공원,202304,"3,358","3,327",6685
강서구,1124. 발산역 6번 출구 뒤,202304,"6,304","6,122",12426
강서구,1125. 명덕고교입구(영종빌딩),202304,"4,779","5,086",9865
강서구,1126. 우장산역 1번출구옆(우장산아이파크105동앞),202304,"2,762","1,568",4330
강서구,1127. 화곡역 버스정류장,202304,"2,680","2,702",5382
강서구,1128. 화곡역 6번출구,202304,"2,360","2,364",4724
강서구,1129. 화곡역 1번 출구 앞,202304,"2,775","2,756",5531
강서구,1130. 화곡본동시장 버스정류장,202304,745,631,1376
강서구,1132. 등촌역 7번출구,202304,"2,323","2,299",4622
강서구,1135. 강서구의회,202304,"2,722","2,318",5040
강서구,1136. 등촌2파출소,202304,"1,229",738,1967
강서구,1137. 등촌2동주민센터,202304,659,330,989
강서구,1139. 용문사 버스정류장,202304,"1,734","1,681",3415
강서구,1140. 목동사거리 버스정류장,202304,"2,359","2,237",4596
강서구,1141. 곰달래 문화복지센터 A,202304,"1,953","2,495",4448
강서구,1145. 곰달래 문화복지센터 B,202304,603,774,1377
강서구,1148. 볏골공원,202304,"1,496","1,324",2820
강서구,1149. 신방화역환승주차장,202304,"4,507","4,297",8804
강서구,1150. 송정역 1번출구,202304,"3,146","3,354",6500
강서구,1151. 마곡역1번출구,202304,"3,021","2,769",5790
강서구,1152. 마곡역교차로,202304,"4,449","4,352",8801
강서구,"1153. 발산역 1번, 9번 인근 대여소",202304,"8,526","8,265",16791
강서구,1155. 기쁜우리복지관,202304,"2,626","2,632",5258
강서구,1157. 강서구청,202304,"3,529","3,900",7429
강서구,1158. 가양역 8번출구,202304,"5,230","5,159",10389
강서구,1159. 서서울모터리움 앞,202304,794,693,1487
강서구,1160. 양천향교역 7번출구앞,202304,"5,853","5,637",11490
강서구,1161. 강서면허시험장 앞,202304,493,328,821
강서구,1162. 공항초등학교건너편,202304,"2,898","2,745",5643
강서구,1163. 방화동강서기동대앞,202304,"3,289","3,187",6476
강서구,1165. 마곡중학교 후문,202304,"1,389","1,045",2434
강서구,1166. 강서구립등빛도서관,202304,"5,063","4,891",9954
강서구,1167. 마곡수명산파크3단지 교차로,202304,"3,922","3,726",7648
강서구,1168. 마곡엠밸리10단지 앞,202304,"3,245","3,033",6278
강서구,1169. 염창역 1번 출구,202304,"2,812","2,791",5603
강서구,1170. 강서구보건소,202304,"1,254",783,2037
강서구,1171. 염창동 새마을금고 건너편,202304,"1,122","1,074",2196
강서구,1172. 가양3동 주민센터,202304,"1,829","2,034",3863
강서구,1173. 강서구청사거리(SH타워),202304,"3,990","3,559",7549
강서구,1174. 강서구청사거리(부민병원),202304,"1,475","1,458",2933
강서구,1175. 대한항공 인력개발센터,202304,"1,826","1,320",3146
강서구,1177. 수명중?고교,202304,"2,157","2,151",4308
강서구,1178. 개화산역 2번 출구,202304,"1,076",984,2060
강서구,1180. 마곡엠밸리 15단지(1502동) 건너편,202304,"3,046","2,996",6042
강서구,1181. 농수산식품공사 (강서지사),202304,265,301,566
강서구,1182. KBS 스포츠월드,202304,"3,131","3,061",6192
강서구,1183. KC 대학교,202304,597,480,1077
강서구,1184. 마곡13단지,202304,"4,299","4,479",8778
강서구,1185. 등촌9단지,202304,"1,715","1,656",3371
강서구,1186. 송정중학교,202304,"1,415","1,520",2935
강서구,1187. 강서수산물도매시장,202304,983,"1,036",2019
강서구,1188. 롯데중앙연구소,202304,472,473,945
강서구,1190. 마곡역 교차로(2번출구),202304,"2,277","1,910",4187
강서구,"1191. 마곡역 버스정류장(마곡나루역1번출구, 웰튼병원 방면)",202304,"3,671","3,260",6931
강서구,1192. 마곡수명산파크 209동 건너편,202304,"2,497","1,927",4424
강서구,1193. 마곡센트럴타워 1차,202304,"3,652","3,745",7397
강서구,1194. 센서텍㈜,202304,"1,749","2,108",3857
강서구,1195. 코오롱One&Only타워,202304,"2,693","2,931",5624
강서구,1196. 서울식물원(문화센터) 건너편,202304,442,341,783
강서구,1197. 엠펠리체 호텔 건너편,202304,"2,985","2,906",5891
강서구,1198. LG 사이언스파크,202304,"1,104",703,1807
강서구,1199. 우장산역 3번출구,202304,"2,275","1,498",3773
강서구,1200. 개화광역환승센터,202304,279,265,544
강서구,2701. 마곡나루역 5번출구 뒤편,202304,"9,333","9,087",18420
강서구,2702. 마곡 엠밸리2단지,202304,"2,042","2,006",4048
